Sr_no,EDB_ZAMENSKI,oznakaEDB,dejnost,return_no,ID,pol_mz,godinaEMBG,Gross_income,Social_Security_Contributions,Tax_Relief,PDD,NETO,VIDISPLATA1,CALC,NORMIRANI,DANOCNA_OSNOVA
703,9.10E+12,PL,84.3,3,176315,M,1945,256876,0,89373,16750,240126,3,3,0,167500
704,9.10E+12,PL,84.3,3,283751,Z,1953,117397,0,89373,2802,114595,3,3,0,28020
716,9.10E+12,PL,84.3,3,400821,Z,1945,131307,0,89373,4193,127114,3,3,0,41930
725,9.10E+12,PL,84.3,3,613355,Z,1950,140485,0,89373,5111,135374,3,3,0,51110
730,9.10E+12,PL,84.3,3,189306,M,1950,331090,0,89373,24172,306918,3,3,0,241720
731,9.10E+12,PL,84.3,3,16197,Z,1953,252773,0,89373,16340,236433,3,3,0,163400
737,9.10E+12,PL,84.3,3,304380,Z,1938,55312,0,22269,3304,52008,3,3,0,33040
741,9.10E+12,PL,84.3,3,262143,Z,1949,227592,0,89373,13822,213770,3,3,0,138220
745,9.10E+12,PL,84.3,3,770815,M,1952,130952,0,89373,4158,126794,3,3,0,41580
747,9.10E+12,PL,84.3,3,585700,Z,1935,103767,0,89373,1439,102328,3,3,0,14390
748,9.10E+12,PL,84.3,3,96437,Z,1948,291110,0,89373,20174,270936,3,3,0,201740
751,9.10E+12,PL,84.3,3,923568,Z,1968,20,0,20,0,20,3,3,0,0
756,9.10E+12,PL,84.3,3,331254,Z,1941,183031,0,89373,9366,173665,3,3,0,93660
759,9.10E+12,PL,84.3,3,444598,M,1942,260635,0,89373,17126,243509,3,3,0,171260
762,9.10E+12,PL,84.3,3,228754,Z,1947,199576,0,89373,11020,188556,3,3,0,110200
763,9.10E+12,PL,84.3,3,378534,M,1945,220189,0,89373,13082,207107,3,3,0,130820
767,9.10E+12,PL,84.3,3,237113,Z,1946,138383,0,89373,4901,133482,3,3,0,49010
770,9.10E+12,PL,84.3,3,321690,M,1955,131285,0,89373,4191,127094,3,3,0,41910
775,9.10E+12,PL,84.3,3,197987,M,2003,211180,0,89373,12181,198999,3,3,0,121810
779,9.10E+12,PL,84.3,3,877103,M,1941,223117,0,89373,13374,209743,3,3,0,133740
790,9.10E+12,PL,84.3,3,264791,M,1950,185901,0,89373,9653,176248,3,3,0,96530
798,9.10E+12,PL,84.3,3,390927,Z,1937,220389,0,89373,13102,207287,3,3,0,131020
799,9.10E+12,PL,84.3,3,637449,Z,1937,118029,0,89373,2866,115163,3,3,0,28660
808,9.10E+12,PL,84.3,3,622126,M,1952,124993,0,89373,3562,121431,3,3,0,35620
812,9.10E+12,PL,84.3,3,118911,M,1951,187780,0,96730,9105,178675,3,3,0,91050
815,9.10E+12,PL,84.3,3,35360,M,1951,157591,0,89373,6822,150769,3,3,0,68220
816,9.10E+12,PL,84.3,3,632525,M,1944,153396,0,89373,6402,146994,3,3,0,64020
817,9.10E+12,PL,84.3,3,336247,M,1950,120819,0,89373,3145,117674,3,3,0,31450
828,9.10E+12,PL,84.3,3,797883,M,1929,446632,0,89373,35726,410906,3,3,0,357260
834,9.10E+12,PL,84.3,3,678773,M,1950,275782,0,74560,20122,255660,3,3,0,201220
838,9.10E+12,PL,84.3,3,269291,M,1939,152671,0,89373,6330,146341,3,3,0,63300
846,9.10E+12,PL,84.3,3,285590,Z,1942,131285,0,89373,4191,127094,3,3,0,41910
848,9.10E+12,PL,84.3,3,186518,Z,1944,241174,0,89373,15180,225994,3,3,0,151800
850,9.10E+12,PL,84.3,3,615524,M,1933,54468,0,37181,1729,52739,3,3,0,17290
861,9.10E+12,PL,84.3,3,352104,Z,1934,181386,0,89373,9201,172185,3,3,0,92010
865,9.10E+12,PL,84.3,3,173729,M,1951,384781,0,89373,29541,355240,3,3,0,295410
870,9.10E+12,PL,84.3,3,774027,Z,1958,167444,0,89373,7807,159637,3,3,0,78070
872,9.10E+12,PL,84.3,3,743950,Z,1947,131285,0,89373,4191,127094,3,3,0,41910
900,9.10E+12,PL,84.3,3,116204,M,1941,176905,0,89373,8753,168152,3,3,0,87530
904,9.10E+12,PL,84.3,3,925089,Z,1949,131285,0,89373,4191,127094,3,3,0,41910
906,9.10E+12,PL,84.3,3,281345,M,1943,158263,0,89373,6889,151374,3,3,0,68890
907,9.10E+12,PL,84.3,3,796052,M,1950,444050,0,89373,35468,408582,3,3,0,354680
913,9.10E+12,PL,84.3,3,674147,M,1950,277640,0,89373,18827,258813,3,3,0,188270
917,9.10E+12,PL,84.3,3,822995,M,1962,291741,0,89373,20237,271504,3,3,0,202370
929,9.10E+12,PL,84.3,3,563778,M,1940,73649,0,73649,0,73649,3,3,0,0
930,9.10E+12,PL,84.3,3,508426,Z,1961,166493,0,89373,7712,158781,3,3,0,77120
931,9.10E+12,PL,84.3,3,291907,Z,1938,117397,0,89373,2802,114595,3,3,0,28020
937,9.10E+12,PL,84.3,3,585920,Z,1944,93314,0,89373,394,92920,3,3,0,3940
943,9.10E+12,PL,84.3,3,211354,Z,1935,157937,0,89373,6856,151081,3,3,0,68560
947,9.10E+12,PL,84.3,3,588723,Z,1951,241187,0,89373,15181,226006,3,3,0,151810
956,9.10E+12,PL,84.3,3,807662,M,1938,297247,0,89373,20787,276460,3,3,0,207870
961,9.10E+12,PL,84.3,3,201554,M,1951,109940,0,89373,2057,107883,3,3,0,20570
964,9.10E+12,PL,84.3,3,832570,M,1951,234024,0,89373,14465,219559,3,3,0,144650
967,9.10E+12,PL,84.3,3,113627,M,1935,147543,0,89373,5817,141726,3,3,0,58170
968,9.10E+12,PL,84.3,3,217008,M,1954,353734,0,89373,26436,327298,3,3,0,264360
969,9.10E+12,PL,84.3,3,16450,M,1957,169210,0,51868,11734,157476,3,3,0,117340
974,9.10E+12,PL,84.3,3,221723,Z,1946,293207,0,89373,20383,272824,3,3,0,203830
987,9.10E+12,PL,84.3,3,131217,Z,1959,131285,0,89373,4191,127094,3,3,0,41910
995,9.10E+12,PL,84.3,3,946817,Z,1949,54058,0,41008,1305,52753,3,3,0,13050
998,9.10E+12,PL,84.3,3,754157,M,1949,215842,0,89373,12647,203195,3,3,0,126470
332,2.36E+12,PL,84.11,5,1006762,M,1986,24824,0,0,2482,22342,5,2,0,24820
935,4.41E+11,PL,84.23,6,300809,M,1985,1000,0,0,100,900,6,2,0,1000
19,1.90E+12,PL,86.22,8,836420,Z,1996,225176,0,0,22517,202659,8,2,0,225170
35,8.63E+12,PL,65.12,8,396259,M,1952,4780,0,0,478,4302,8,2,0,4780
37,1.80E+12,PL,64.19,8,134535,M,1982,150,0,0,15,135,8,2,0,150
48,6.35E+12,PL,73.2,8,200613,Z,1992,40967,0,0,4097,36870,8,2,0,40970
54,8.30E+12,PL,94.12,8,96729,M,1954,29622,0,0,2962,26660,8,2,0,29620
60,9.56E+12,PL,86.23,8,541648,Z,1972,1500,0,0,150,1350,8,2,0,1500
70,4.51E+12,PL,47.75,8,979340,Z,1986,2230,0,0,223,2007,8,2,0,2230
72,8.92E+12,PL,71.11,8,732873,M,1977,6000,0,0,600,5400,8,2,0,6000
73,2.73E+12,PL,84.11,8,103996,Z,1963,84556,0,0,8456,76100,8,2,0,84560
93,4.52E+12,PL,61.2,8,1020545,Z,1995,11111,0,0,1111,10000,8,2,0,11110
94,5.93E+12,PL,23.32,8,932252,M,1968,20906,0,0,2091,18815,8,2,0,20910
117,5.22E+12,PL,94.99,8,1004636,Z,1977,3000,0,0,300,2700,8,2,0,3000
126,A112274796485,PL,94.99,8,932795,Z,1982,13333,0,0,1333,12000,8,2,0,13330
127,2.72E+12,PL,43.33,8,425579,M,1988,66666,0,0,6666,60000,8,2,0,66660
141,5.33E+12,PL,56.1,8,248053,M,1970,1667,0,0,167,1500,8,2,0,1670
145,3.43E+12,PL,71.2,8,37392,Z,1992,5000,0,0,500,4500,8,2,0,5000
161,4.88E+12,PL,56.3,8,627318,M,1995,23333,0,0,2333,21000,8,2,0,23330
167,3.54E+12,PL,69.10/4,8,258420,M,1984,1667,0,0,167,1500,8,2,0,1670
170,33887902337,PL,71.2,8,28437,M,1946,144445,0,0,14445,130000,8,2,0,144450
175,6.16E+12,PL,46.46,8,57959,M,1960,57333,0,0,5733,51600,8,2,0,57330
181,1.24E+11,PL,69.10/4,8,575302,M,1982,82823,0,0,8283,74540,8,2,0,82830
199,2.20E+12,PL,69.10/4,8,550574,Z,1993,76666,0,0,7666,69000,8,2,0,76660
205,5.74E+12,PL,94.99,8,253363,M,1967,889,0,0,89,800,8,2,0,890
214,2.53E+11,PL,47.59,8,100783,M,1990,75441,0,0,7544,67897,8,2,0,75440
224,1.10E+12,SVD,56.1,8,301062,M,1990,4667,0,0,467,4200,8,2,0,4670
231,1.24E+11,PL,69.10/4,8,649092,Z,1988,84443,0,0,8443,76000,8,2,0,84430
242,6.34E+12,PL,94.99,8,819671,M,1996,79360,0,0,7936,71424,8,2,0,79360
244,4.45E+12,PL,84.11,8,329307,M,1956,17289,0,0,1729,15560,8,2,0,17290
257,8.07E+12,PL,47.19,8,305438,M,1962,17760,0,0,1776,15984,8,2,0,17760
272,7.10E+12,PL,69.10/4,8,966826,M,1996,889,0,0,89,800,8,2,0,890
279,2.84E+12,PL,93.19,8,667041,M,1956,2222,0,0,222,2000,8,2,0,2220
282,7.50E+12,PL,90.04,8,934613,Z,1981,3333,0,0,333,3000,8,2,0,3330
311,9.62E+12,PL,69.10/4,8,506409,M,1964,6667,0,0,667,6000,8,2,0,6670
323,4.77E+12,PL,46.46,8,494965,Z,1980,11772,0,0,1177,10595,8,2,0,11770
341,7.94E+12,PL,84.13,8,379398,M,1970,34264,0,0,3426,30838,8,2,0,34260
348,1.24E+11,PL,69.10/4,8,76839,Z,1981,19111,0,0,1911,17200,8,2,0,19110
358,8.38E+12,PL,91.02,8,484189,M,1964,6667,0,0,667,6000,8,2,0,6670
362,2.20E+12,PL,69.10/4,8,987547,Z,1995,3556,0,0,356,3200,8,2,0,3560
365,6.74E+12,PL,46.46,8,105356,M,1995,19998,0,0,1998,18000,8,2,0,19980
368,3.72E+12,PL,41.2,8,348589,M,1968,23889,0,0,2389,21500,8,2,0,23890
369,5.79E+12,PL,1.45,8,638439,M,1963,756659,0,0,75659,681000,8,2,0,756590
411,8.01E+12,PL,93.12,8,395069,M,1982,403845,0,0,40380,363465,8,2,0,403800
430,7.94E+12,PL,84.13,8,196831,M,1966,15933,0,0,1593,14340,8,2,0,15930
431,73507784434,PL,46.31,8,584849,M,1980,67980,0,0,6797,61183,8,2,0,67970
441,3.38E+12,PL,2.2,8,325322,M,1980,13361,0,0,1336,12025,8,2,0,13360
443,9.62E+12,PL,69.10/4,8,552933,M,1990,33334,0,0,3333,30001,8,2,0,33330
448,1.52E+12,PL,65.11,8,114720,Z,1967,2001,0,0,201,1800,8,2,0,2010
475,5.91E+11,PL,45.32,8,782708,M,1992,133333,0,0,13333,120000,8,2,0,133330
491,9.71E+12,PL,82.99,8,541743,Z,1975,79999,0,0,7999,72000,8,2,0,79990
493,3.32E+11,PL,94.2,8,409529,Z,1985,1178,0,0,118,1060,8,2,0,1180
508,7.63E+12,PL,94.99,8,30232,Z,1977,32221,0,0,3222,28999,8,2,0,32220
522,7.94E+12,PL,84.13,8,1019446,M,1967,30278,0,0,3028,27250,8,2,0,30280
532,2.66E+12,PL,84.11,8,722822,M,1968,14445,0,0,1445,13000,8,2,0,14450
541,3.46E+12,PL,84.11,8,1008505,Z,2010,11111,0,0,1111,10000,8,2,0,11110
551,2.20E+12,PL,69.10/4,8,491674,Z,1960,74208,0,0,7420,66788,8,2,0,74200
562,9.62E+12,PL,69.10/4,8,845016,Z,1960,93667,0,0,9367,84300,8,2,0,93670
592,5.15E+11,PL,73.2,8,714401,Z,1989,2500,0,0,250,2250,8,2,0,2500
600,A320707501706,PL,81.22,8,743630,M,1998,2778,0,0,278,2500,8,2,0,2780
610,6.16E+12,PL,46.46,8,374445,Z,1961,11222,0,0,1122,10100,8,2,0,11220
647,5.82E+12,PL,38.11,8,886030,M,1989,90594,0,0,9051,81543,8,2,0,90510
652,9.06E+12,PL,94.99,8,122697,Z,1985,11555,0,0,1155,10400,8,2,0,11550
654,1.25E+12,PL,85.31,8,425338,Z,1983,5940,0,0,594,5346,8,2,0,5940
682,1.52E+12,PL,88.99,8,972684,Z,1998,222,0,0,22,200,8,2,0,220
691,2.74E+12,PL,84.13,8,265340,Z,1963,80089,0,0,8010,72079,8,2,0,80100
697,8.94E+12,PL,46.45,8,1003562,Z,1979,10780,0,0,1078,9702,8,2,0,10780
711,7.44E+11,PL,88.99,8,844946,Z,1958,5561,0,0,556,5005,8,2,0,5560
728,8.90E+12,PL,70.1,8,826957,M,1940,2556,0,0,256,2300,8,2,0,2560
742,3.22E+12,PL,93.19,8,248737,M,1986,3334,0,0,334,3000,8,2,0,3340
749,7.41E+12,PL,15.2,8,360476,M,1994,11889,0,0,1189,10700,8,2,0,11890
750,5.73E+12,PL,46.9,8,336464,M,1956,4944,0,0,494,4450,8,2,0,4940
753,3.84E+12,PL,73.11,8,1008276,Z,1998,9333,0,0,933,8400,8,2,0,9330
777,6.53E+11,PL,42.99,8,685729,Z,1994,200000,0,0,20000,180000,8,2,0,200000
787,5.44E+12,PL,85.42,8,791983,M,1969,600,0,0,60,540,8,2,0,600
788,5.56E+12,PL,46.9,8,533077,Z,1996,3056,0,0,306,2750,8,2,0,3060
795,6.30E+12,PL,11.02,8,192733,Z,1975,30444,0,0,3044,27400,8,2,0,30440
825,2.09E+12,PL,73.2,8,1010230,M,1991,43333,0,0,4333,39000,8,2,0,43330
839,9.07E+12,PL,84.12,8,160112,Z,1989,127775,0,0,12775,115000,8,2,0,127750
863,1.62E+12,PL,73.2,8,210597,M,1981,557556,0,0,55756,501800,8,2,0,557560
868,7.10E+12,PL,69.10/4,8,375776,M,1993,3665,0,0,365,3300,8,2,0,3650
877,2.66E+12,PL,91.02,8,179370,M,1953,5556,0,0,556,5000,8,2,0,5560
898,2.20E+12,PL,69.10/4,8,416757,M,1960,26488,0,0,2646,23842,8,2,0,26460
908,7.94E+12,PL,84.13,8,637606,M,1943,34264,0,0,3426,30838,8,2,0,34260
928,5.39E+12,PL,84.11,8,714350,Z,1987,5556,0,0,556,5000,8,2,0,5560
941,6.44E+12,PL,70.22,8,506330,M,1961,5556,0,0,556,5000,8,2,0,5560
950,5.71E+12,PL,81.3,8,587339,Z,1978,82499,0,0,8249,74250,8,2,0,82490
951,1.24E+11,PL,69.10/4,8,934039,Z,1965,101216,0,0,10121,91095,8,2,0,101210
959,5.87E+12,PL,8.92,8,230109,Z,1974,44889,0,0,4489,40400,8,2,0,44890
960,9.62E+12,PL,69.10/4,8,891752,Z,1962,1067,0,0,107,960,8,2,0,1070
962,4.43E+12,PL,65.12,8,895968,M,1963,16209,0,0,1621,14588,8,2,0,16210
970,2.60E+12,PL,65.12,8,409367,M,1981,472222,0,0,47222,425000,8,2,0,472220
975,9.62E+12,PL,69.10/4,8,828058,Z,1967,455,0,0,45,410,8,2,0,450
979,9.26E+12,PL,94.99,8,412100,M,1985,26666,0,0,2666,24000,8,2,0,26660
985,4.37E+12,PL,94.99,8,281936,Z,1961,555,0,0,55,500,8,2,0,550
2,9.93E+12,PL,47.25,9,252590,M,1949,38920,9730,0,2920,36000,9,4,9730,29200
86,5.18E+11,PL,69.2,9,599596,Z,1976,168649,42162,0,12649,156000,9,4,42162,126490
233,2.63E+12,PL,65.12,9,324242,M,1957,101994,25498,0,7650,94344,9,4,25498,76500
253,A876948335490,PL,2.2,9,769767,M,1989,6649,1662,0,499,6150,9,4,1662,4990
346,3.60E+12,PL,47.11,9,1011064,M,1944,12973,3243,0,973,12000,9,4,3243,9730
360,9.01E+12,SVD,69.10/1,9,722501,Z,1961,52000,12000,0,4000,48000,9,4,12000,40000
361,9.37E+12,PL,52.29,9,170504,M,1939,129730,32432,0,9730,120000,9,4,32432,97300
371,2.09E+12,PL,47.11,9,885933,M,1987,197814,49454,0,14842,182972,9,4,49454,148420
390,9.39E+12,PL,92,9,685032,M,1977,119676,29919,0,8976,110700,9,4,29919,89760
394,1.34E+11,PL,47.77,9,414448,M,1972,648649,162162,0,48649,600000,9,4,162162,486490
426,9.62E+12,SVD,49.41,9,112296,M,1967,64865,16216,0,4865,60000,9,4,16216,48650
501,1.48E+12,PL,94.99,9,358420,M,1947,83243,20811,0,6243,77000,9,4,20811,62430
542,7.22E+12,PL,10.71,9,381790,M,1974,129732,32433,0,9732,120000,9,4,32433,97320
554,6.09E+12,PL,94.91,9,535606,M,1948,78708,23612,0,5508,73200,9,4,23612,55080
572,7.95E+12,PL,86.21,9,655402,Z,1958,190151,47538,0,14261,175890,9,4,47538,142610
599,9.69E+12,PL,10.39,9,228347,M,1936,72920,18230,0,5470,67450,9,4,18230,54700
617,5.18E+12,PL,14.13,9,196521,M,1958,92581,27774,0,6481,86100,9,4,27774,64810
650,20860842176,PL,47.11,9,430018,Z,1976,38920,9730,0,2920,36000,9,4,9730,29200
786,7.25E+12,PL,46.9,9,91709,M,1956,53189,13297,0,3989,49200,9,4,13297,39890
844,7.16E+12,PL,92,9,650688,M,1967,638270,159568,0,47870,590400,9,4,159568,478700
866,4.21E+11,PL,96.02,9,149357,M,1988,345735,86162,0,25935,319800,9,4,86162,259350
978,8.97E+12,PL,69.2,9,914124,M,1946,38917,9747,0,2917,36000,9,4,9747,29170
51,1.45E+12,PL,69.10/4,10,71624,M,1983,142105,71055,0,7105,135000,10,4,71055,71050
194,8.78E+12,PL,69.10/4,10,836063,M,1986,707,354,0,35,672,10,4,354,350
274,2.20E+12,PL,69.10/4,10,253823,M,1978,365045,182523,0,18252,346793,10,4,182523,182520
312,4.34E+12,PL,94.99,10,791945,M,1968,12903,3871,0,903,12000,10,4,3871,9030
396,1.23E+12,PL,69.10/4,10,899281,M,1980,48237,24118,0,2412,45825,10,4,24118,24120
407,9.62E+12,PL,69.10/4,10,640896,M,1962,1459953,678968,0,78101,1381852,10,4,678968,781010
472,6.55E+12,PL,82.99,10,14153,Z,1977,31268,9380,0,2190,29078,10,4,9380,21900
503,8.45E+12,PL,69.2,10,194971,Z,1979,60049,18015,0,4203,55846,10,4,18015,42030
521,9.62E+12,PL,69.10/4,10,554681,Z,1975,464366,186323,0,27803,436563,10,4,186323,278030
638,1.23E+12,PL,69.10/4,10,994155,M,1991,64865,16216,0,4865,60000,10,4,16216,48650
719,9.62E+12,PL,69.10/4,10,562122,M,1962,49624,14884,0,3478,46146,10,4,14884,34780
724,5.71E+12,PL,94.99,10,670665,Z,1981,211373,52843,0,15853,195520,10,4,52843,158530
752,2.85E+12,PL,69.10/4,10,990942,M,1981,50778,25388,0,2538,48240,10,4,25388,25380
792,4.19E+12,PL,94.99,10,287567,M,1982,9677,2903,0,677,9000,10,4,2903,6770
856,9.62E+12,PL,69.10/4,10,676907,Z,1965,473101,236553,0,23653,449448,10,4,236553,236530
893,6.83E+12,PL,59.11,10,590570,Z,1993,3844,1153,0,269,3575,10,4,1153,2690
903,8.78E+12,PL,69.10/4,10,325407,M,1981,7262,3631,0,363,6899,10,4,3631,3630
944,5.44E+12,PL,85.42,10,935521,M,#N/A,192700,57810,0,13489,179211,10,4,57810,134890
965,2.41E+12,PL,69.10/4,10,722639,M,1964,287212,143606,0,14362,272850,10,4,143606,143620
991,2.85E+12,PL,69.10/4,10,1001831,Z,1999,6316,3158,0,316,6000,10,4,3158,3160
29,2.64E+11,PL,82.99,11,370312,Z,1984,66300,0,0,6630,59670,11,2,0,66300
88,2.24E+12,PL,62.09,11,82889,Z,1989,1478888,0,0,147888,1331000,11,2,0,1478880
104,7.54E+12,PL,64.19,11,664161,M,1951,2250,0,0,225,2025,11,2,0,2250
234,1.23E+12,PL,21.2,11,736515,M,1948,12500,0,0,1250,11250,11,2,0,12500
280,1.23E+12,PL,21.2,11,234411,Z,1945,8000,0,0,800,7200,11,2,0,8000
313,1.23E+12,PL,21.2,11,728891,M,1990,2000,0,0,200,1800,11,2,0,2000
336,1.23E+12,PL,21.2,11,935854,M,#N/A,5500,0,0,550,4950,11,2,0,5500
389,6.82E+12,PL,14.13,11,444847,Z,1946,17122,0,0,1712,15410,11,2,0,17120
401,7.54E+12,PL,64.19,11,275603,Z,1985,6000,0,0,600,5400,11,2,0,6000
436,7.54E+12,PL,64.19,11,264345,M,1938,300,0,0,30,270,11,2,0,300
449,9.15E+12,PL,47.3,11,555745,M,1936,60000,0,0,6000,54000,11,2,0,60000
478,7.62E+12,PL,64.19,11,255272,Z,1959,49750,0,0,4975,44775,11,2,0,49750
481,4.11E+12,PL,64.19,11,25322,M,1947,11840,0,0,1184,10656,11,2,0,11840
509,4.11E+12,PL,64.19,11,202146,M,1964,28778,0,0,2878,25900,11,2,0,28780
664,7.00E+12,PL,42.11,11,305103,M,1955,20860,0,0,2086,18774,11,2,0,20860
668,2.38E+12,PL,64.2,11,710175,M,1947,3106,0,0,311,2795,11,2,0,3110
740,9.94E+12,PL,64.19,11,401935,M,1971,792,0,0,79,713,11,2,0,790
826,2.16E+12,PL,64.19,11,423510,Z,1932,242,0,0,24,218,11,2,0,240
867,1.72E+12,PL,64.99,11,114526,M,1963,9810,0,0,981,8829,11,2,0,9810
881,2.16E+12,PL,64.19,11,749457,Z,1972,29464,0,0,2946,26518,11,2,0,29460
888,7.00E+12,PL,42.11,11,257199,M,1952,42056,0,0,4206,37850,11,2,0,42060
915,4.52E+12,PL,61.2,11,94972,Z,1974,6646,0,0,665,5981,11,2,0,6650
920,1.72E+12,PL,64.99,11,625766,Z,1960,2398,0,0,240,2158,11,2,0,2400
923,7.54E+12,PL,64.19,11,244532,M,1946,667500,0,0,66750,600750,11,2,0,667500
986,2.64E+11,PL,82.99,11,845630,M,1973,9360,0,0,936,8424,11,2,0,9360
655,7.20E+12,PL,10.83,13,471493,Z,1973,16667,0,0,1667,15000,13,2,0,16670
1,7.62E+12,PL,64.19,14,207401,M,1962,535,187,0,35,500,14,4,187,350
64,2.36E+12,PL,84.11,14,145896,Z,1971,4278,1497,0,278,4000,14,4,1497,2780
71,1.96E+12,PL,84.11,14,1123,Z,1950,3048,1067,0,198,2850,14,4,1067,1980
310,9.40E+12,PL,78.1,14,740992,Z,1991,7895,914,0,789,7106,14,4,914,7890
469,8.64E+12,PL,74.3,14,417691,M,1982,1000,300,0,70,930,14,4,300,700
558,4.43E+12,PL,65.12,14,207315,M,1960,556,0,0,56,500,14,4,0,560
566,52440278840,PL,31.09,14,913533,M,1990,6578,2302,0,428,6150,14,4,2302,4280
630,7.09E+12,PL,13.92,14,199483,M,1967,644,0,0,64,580,14,4,0,640
729,5.50E+12,PL,82.99,14,58737,Z,1979,778,0,0,78,700,14,4,0,780
738,8.25E+12,PL,58.11,14,28203,Z,1940,17210,0,0,1721,15489,14,4,0,17210
806,9.01E+12,PL,46.35,14,522306,M,1978,390,0,0,39,351,14,4,0,390
821,7.09E+12,PL,13.92,14,433054,Z,1984,644,0,0,64,580,14,4,0,640
829,7.62E+12,PL,64.19,14,241528,Z,1993,428,150,0,28,400,14,4,150,280
860,6.07E+12,PL,46.21,14,374365,M,1959,11671,0,0,1168,10503,14,4,0,11680
899,6.81E+12,PL,94.99,14,349970,M,1946,1667,0,0,167,1500,14,4,0,1670
963,7.62E+12,PL,64.19,14,476607,Z,1971,428,150,0,28,400,14,4,150,280
624,5.92E+12,PL,16.21,1b,755412,M,1972,413720,132958,89472,0,280762,16,1,0,0
689,8.55E+11,PL,17.21,1b,1643,M,1956,306413,82733,89373,0,210250,16,1,0,0
692,9.96E+12,PL,16.24,1b,893910,Z,1969,21696,5858,7456,0,15000,16,1,0,0
837,3.68E+12,PL,45.11,1b,804533,M,1975,231453,62497,89373,0,161000,16,1,0,0
50,8.80E+12,PL,22.23,1g,182978,Z,1981,195184,54004,89472,0,136008,17,1,0,0
124,8.72E+12,PL,47.59,1g,666130,M,1996,198377,54972,89373,5405,138000,17,1,0,54050
148,7.60E+12,PL,47.76,1g,591851,Z,1963,186231,54235,89472,4255,127741,17,1,0,42550
159,1.81E+12,PL,14.14,1g,620831,Z,1984,197211,55476,89373,0,136499,17,1,0,0
185,8.27E+12,PL,86.23,1g,491585,M,1958,199036,53736,89373,442,139711,17,1,0,4420
202,8.22E+12,PL,94.99,1g,1011190,Z,1982,77705,21605,35983,0,54088,17,1,0,0
292,4.02E+11,PL,13.96,1g,27748,Z,1993,300659,81243,89373,0,206412,17,1,0,0
464,25700922971,PL,47.71,1g,407435,Z,1985,115522,32587,53489,0,79993,17,1,0,0
550,1.46E+12,PL,47.76,1g,137443,M,1979,195176,54004,89452,5172,136000,17,1,0,51720
653,8.91E+12,PL,47.11,1g,227842,M,1988,194380,54004,89472,0,140376,17,1,0,0
708,1.17E+12,PL,85.53,1g,197704,Z,1987,194767,56795,89274,4872,133100,17,1,0,48720
98,3.12E+12,PL,13.92,1v,341810,Z,1971,368974,99623,89373,0,251354,18,1,0,0
267,5.29E+12,PL,29.32,1v,998574,Z,1993,106181,29953,33374,0,76228,18,1,0,0
404,3.75E+12,PL,29.32,1v,626224,M,1970,252897,68277,89373,0,175094,18,1,0,0
405,1.49E+12,PL,29.31,1v,6829,Z,1977,282885,76379,89373,0,194793,18,1,0,0
769,4.02E+11,PL,13.96,1v,1007882,Z,1988,9688,2615,3050,0,6671,18,1,0,0
862,8.16E+12,PL,26.11,1v,254242,Z,1987,526962,151094,82256,0,375868,18,1,0,0
